customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
RESIDENT,25.09,21.52,20.14,30.79,4,5,6,7,24.38,1.9,16.64
RESIDENT,12.23,10.84,5.48,2.78,9,10,11,12,7.83,-3.15,9.74
ORGANIZATION,122.98,157.58,150.57,172.57,3,4,5,6,150.93,16.53,141.9
RESIDENT,6.59,12.73,20.03,19.16,11,12,1,2,14.63,4.19,20.87
RESIDENT,29.03,28.7,32.52,32.76,11,12,1,2,30.75,1.24,39.82
RESIDENT,5.14,5.78,3.72,0.5,7,8,9,10,3.79,-1.55,0.5
RESIDENT,25.89,32.29,34.99,35.05,9,10,11,12,32.05,3.05,33.75
GOVERNMENT,212.75,299.77,266.11,278.86,2,3,4,5,264.37,22.04,283.62
RESIDENT,31.37,26.5,33.89,35.22,3,4,5,6,31.75,1.28,21.76
RESIDENT,6.83,9.27,7.42,10.56,10,11,12,1,8.52,1.24,13.98
PUBLIC_SERVICE,63.36,57.72,49.16,46.37,12,1,2,3,54.15,-5.66,65.39
GOVERNMENT,238.23,286.75,287.57,467.37,12,1,2,3,319.98,76.38,331.62
PUBLIC_SERVICE,102.74,99.68,91.72,125.52,8,9,10,11,104.91,7.59,101.58
RESIDENT,11.8,16.95,7.95,9.59,6,7,8,9,11.57,-0.74,0.5
RESIDENT,0.5,5.67,1.3,9.71,9,10,11,12,4.29,3.07,3.69
RESIDENT,13.72,12.55,6.2,15.48,9,10,11,12,11.99,0.59,14.48
RESIDENT,10.3,10.37,14.62,12.05,2,3,4,5,11.84,0.58,12.44
RESIDENT,19.54,12.68,9.12,10.34,7,8,9,10,12.92,-3.07,7.92
ORGANIZATION,183.99,207.94,182.49,188.54,5,6,7,8,190.74,1.52,169.28
RESIDENT,24.29,26.98,33.83,31.54,11,12,1,2,29.16,2.42,34.96
RESIDENT,24.35,29.27,23.03,33.64,2,3,4,5,27.57,3.1,30.88
GOVERNMENT,230.96,201.5,197.83,186.2,4,5,6,7,204.12,-14.92,90.53
ORGANIZATION,81.53,64.61,82.1,57.8,8,9,10,11,71.51,-7.91,65.73
RESIDENT,15.95,19.23,10.58,14.97,4,5,6,7,15.18,-0.33,15.31
RESIDENT,2.41,0.5,3.74,7.37,11,12,1,2,3.5,1.65,8.8
ORGANIZATION,178.73,201.9,214.91,179.93,3,4,5,6,193.87,0.4,203.6
RESIDENT,31.5,25.22,34.41,26.33,9,10,11,12,29.36,-1.72,33.51
FACTORY,996.89,966.87,758.07,713.72,6,7,8,9,858.89,-94.39,798.01
ORGANIZATION,85.38,97.85,95.43,78.65,5,6,7,8,89.33,-2.24,51.89
RESIDENT,11.42,15.15,12.65,17.42,1,2,3,4,14.16,2.0,19.83
RESIDENT,3.97,3.64,2.71,6.76,12,1,2,3,4.27,0.93,13.14
RESIDENT,12.53,11.17,15.69,9.06,10,11,12,1,12.11,-1.16,18.36
GOVERNMENT,265.09,310.56,298.78,243.27,3,4,5,6,279.43,-7.27,265.12
RESIDENT,3.94,5.47,10.21,10.14,12,1,2,3,7.44,2.07,11.25
RESIDENT,30.87,26.02,19.4,14.86,7,8,9,10,22.79,-5.34,13.49
FACTORY,1113.99,701.39,842.45,996.53,8,9,10,11,913.59,-39.15,722.16
ORGANIZATION,84.46,118.95,106.85,120.61,12,1,2,3,107.72,12.05,133.34
RESIDENT,27.13,29.72,25.0,35.94,1,2,3,4,29.45,2.94,27.22
RESIDENT,6.18,1.3,4.89,1.13,8,9,10,11,3.38,-1.68,3.09
GOVERNMENT,337.49,317.91,312.45,314.17,9,10,11,12,320.51,-7.77,322.43
GOVERNMENT,291.56,216.93,247.63,213.77,4,5,6,7,242.47,-25.93,236.34
GOVERNMENT,482.88,456.06,506.83,502.19,10,11,12,1,486.99,6.44,599.35
RESIDENT,15.18,12.66,12.31,20.07,12,1,2,3,15.05,1.63,17.88
RESIDENT,18.12,17.38,23.72,20.03,2,3,4,5,19.81,0.64,30.7
ORGANIZATION,114.13,115.12,119.13,111.32,6,7,8,9,114.92,-0.94,93.45
RESIDENT,33.96,25.96,23.6,26.07,5,6,7,8,27.4,-2.63,25.74
RESIDENT,13.46,3.27,3.59,0.5,6,7,8,9,5.21,-4.32,0.5
GOVERNMENT,457.89,583.72,531.96,535.16,2,3,4,5,527.18,25.76,605.66
RESIDENT,43.61,28.68,28.81,30.34,3,4,5,6,32.86,-4.42,24.85
PUBLIC_SERVICE,110.61,109.45,128.31,151.35,3,4,5,6,124.93,13.58,128.08
RESIDENT,16.87,18.19,17.53,20.59,3,4,5,6,18.3,1.24,19.27
PUBLIC_SERVICE,32.74,35.89,55.25,50.2,11,12,1,2,43.52,5.82,67.65
ORGANIZATION,271.36,170.25,166.79,178.67,5,6,7,8,196.77,-30.9,168.2
FACTORY,1761.4,1762.26,1632.16,1790.41,7,8,9,10,1736.56,9.67,1506.57
RESIDENT,29.21,28.05,25.98,27.7,9,10,11,12,27.74,-0.5,29.79
RESIDENT,8.6,8.6,7.83,12.46,11,12,1,2,9.37,1.29,13.65
GOVERNMENT,383.63,389.93,411.49,608.94,12,1,2,3,448.5,75.1,495.85
FACTORY,713.97,555.56,609.08,725.5,12,1,2,3,651.03,3.84,737.93
RESIDENT,16.19,18.78,10.67,8.61,6,7,8,9,13.56,-2.53,8.49
RESIDENT,26.59,32.33,24.45,30.52,10,11,12,1,28.47,1.31,33.64
RESIDENT,24.64,24.85,24.46,28.32,2,3,4,5,25.57,1.23,20.96
RESIDENT,36.9,35.19,33.71,34.31,8,9,10,11,35.03,-0.86,35.32
RESIDENT,7.09,15.37,15.51,24.86,12,1,2,3,15.71,5.92,17.49
RESIDENT,3.44,12.71,11.01,12.44,2,3,4,5,9.9,3.0,15.88
RESIDENT,13.63,28.04,10.47,21.54,10,11,12,1,18.42,2.64,18.07
PUBLIC_SERVICE,88.32,93.98,71.8,65.29,6,7,8,9,79.85,-7.68,64.28
RESIDENT,2.29,8.45,5.31,5.59,10,11,12,1,5.41,1.1,5.82
RESIDENT,27.23,28.16,26.79,22.6,8,9,10,11,26.2,-1.54,22.05
PUBLIC_SERVICE,153.98,151.22,141.62,127.47,4,5,6,7,143.57,-8.84,123.09
RESIDENT,26.25,29.04,27.97,24.46,5,6,7,8,26.93,-0.6,17.94
RESIDENT,15.17,17.15,12.88,33.34,12,1,2,3,19.64,6.06,17.37
GOVERNMENT,303.3,335.64,294.2,343.88,2,3,4,5,319.25,13.53,390.44
RESIDENT,15.57,15.91,22.14,28.37,1,2,3,4,20.5,4.27,22.31
RESIDENT,27.82,24.43,25.19,19.58,6,7,8,9,24.25,-2.75,18.86
RESIDENT,36.0,36.37,30.23,30.42,6,7,8,9,33.26,-1.86,22.71
RESIDENT,25.57,25.55,37.28,34.4,1,2,3,4,30.7,2.94,36.36
RESIDENT,9.02,7.14,4.16,14.31,10,11,12,1,8.66,1.76,13.2
RESIDENT,39.8,26.85,16.5,20.79,7,8,9,10,25.98,-6.34,22.56
RESIDENT,23.07,13.93,9.69,13.76,7,8,9,10,15.11,-3.1,9.83
FACTORY,1098.56,1238.29,1271.9,1453.89,2,3,4,5,1265.66,118.44,1315.07
FACTORY,1382.98,1284.17,1409.36,1139.34,4,5,6,7,1303.96,-81.21,1180.5
RESIDENT,33.8,31.75,32.2,27.98,3,4,5,6,31.43,-1.94,29.93
RESIDENT,17.11,18.47,14.55,24.41,9,10,11,12,18.63,2.43,24.62
PUBLIC_SERVICE,48.63,70.88,66.6,77.73,12,1,2,3,65.96,9.7,92.03
RESIDENT,18.68,17.21,17.53,11.76,4,5,6,7,16.3,-2.31,14.2
RESIDENT,38.98,30.55,29.48,22.12,7,8,9,10,30.28,-5.62,26.37
RESIDENT,22.84,18.6,20.04,21.6,9,10,11,12,20.77,-0.41,25.62
ORGANIZATION,99.2,87.23,94.99,83.37,4,5,6,7,91.2,-5.28,60.43
FACTORY,1887.76,1623.48,1940.34,1981.06,10,11,12,1,1858.16,31.1,1978.68
GOVERNMENT,218.98,171.02,164.3,271.49,1,2,3,4,206.45,17.5,218.99
GOVERNMENT,232.62,279.6,255.16,273.04,3,4,5,6,260.11,13.47,281.54
PUBLIC_SERVICE,70.47,53.16,47.42,50.08,2,3,4,5,55.28,-6.8,68.92
RESIDENT,19.96,17.74,13.33,9.45,5,6,7,8,15.12,-3.5,11.82
RESIDENT,24.16,16.05,14.29,14.55,5,6,7,8,17.26,-3.2,13.96
RESIDENT,27.49,36.87,27.82,24.43,4,5,6,7,29.15,-1.02,25.19
PUBLIC_SERVICE,56.12,75.09,62.43,44.25,8,9,10,11,59.47,-3.96,68.01
RESIDENT,6.61,0.5,5.42,9.11,10,11,12,1,5.41,0.83,5.09
PUBLIC_SERVICE,124.53,100.15,141.68,149.5,3,4,5,6,128.97,8.32,146.11
ORGANIZATION,121.23,105.77,158.27,140.98,12,1,2,3,131.56,6.58,134.84
RESIDENT,23.21,19.8,26.52,26.25,11,12,1,2,23.95,1.01,29.58
PUBLIC_SERVICE,95.99,86.23,78.76,112.2,11,12,1,2,93.3,5.4,99.81
GOVERNMENT,139.24,148.6,159.35,303.0,2,3,4,5,187.55,54.59,220.21
FACTORY,1459.32,1413.72,1262.92,1443.31,8,9,10,11,1394.82,-5.34,1613.13
PUBLIC_SERVICE,115.65,107.52,106.63,107.89,11,12,1,2,109.42,-2.59,121.17
GOVERNMENT,278.1,355.81,347.97,401.09,11,12,1,2,345.74,41.0,408.77
GOVERNMENT,195.0,227.62,351.84,244.86,12,1,2,3,254.83,16.62,214.62
RESIDENT,18.85,21.01,18.05,24.16,1,2,3,4,20.52,1.77,25.49
RESIDENT,28.63,24.17,25.58,31.88,10,11,12,1,27.56,1.08,37.04
PUBLIC_SERVICE,78.96,91.5,81.41,122.61,11,12,1,2,93.62,14.55,122.3
PUBLIC_SERVICE,53.54,82.6,77.17,94.63,2,3,4,5,76.98,13.7,72.72
PUBLIC_SERVICE,73.18,77.95,117.14,86.79,11,12,1,2,88.77,4.54,81.72
GOVERNMENT,225.99,234.97,280.61,253.95,12,1,2,3,248.88,9.32,266.53
RESIDENT,31.33,30.5,30.04,27.71,8,9,10,11,29.9,-1.21,30.32
PUBLIC_SERVICE,100.77,108.28,118.28,110.61,12,1,2,3,109.49,3.28,109.45
GOVERNMENT,256.4,441.71,257.9,202.4,8,9,10,11,289.6,-18.0,292.17
FACTORY,769.13,806.42,627.17,852.98,11,12,1,2,763.92,27.95,964.8
RESIDENT,4.77,6.69,3.9,6.12,12,1,2,3,5.37,0.45,3.91
PUBLIC_SERVICE,31.97,43.25,43.18,65.79,11,12,1,2,46.05,11.27,58.41
RESIDENT,24.38,24.64,21.87,23.68,9,10,11,12,23.64,-0.23,31.97
RESIDENT,22.37,30.03,28.98,30.94,11,12,1,2,28.08,2.86,31.91
RESIDENT,19.84,18.7,32.89,28.77,1,2,3,4,25.05,2.98,27.75
RESIDENT,14.06,9.75,4.24,9.29,9,10,11,12,9.34,-1.59,10.93
RESIDENT,2.77,9.66,5.46,9.72,10,11,12,1,6.9,2.32,8.81
ORGANIZATION,142.57,145.34,108.95,143.15,7,8,9,10,135.0,0.19,153.49
RESIDENT,23.61,23.22,23.84,30.37,7,8,9,10,25.26,2.25,18.68
ORGANIZATION,179.58,149.05,164.02,131.19,5,6,7,8,155.96,-16.13,143.49
GOVERNMENT,315.13,357.4,253.09,346.81,10,11,12,1,318.11,10.56,392.41
RESIDENT,25.51,19.38,25.66,27.18,4,5,6,7,24.43,0.56,25.09
PUBLIC_SERVICE,81.59,49.69,46.83,44.09,7,8,9,10,55.55,-12.5,37.62
RESIDENT,18.29,11.31,16.74,15.39,7,8,9,10,15.43,-0.97,16.85
RESIDENT,21.17,18.09,20.26,16.07,5,6,7,8,18.9,-1.7,13.98
RESIDENT,27.72,30.0,29.2,38.23,9,10,11,12,31.29,3.5,37.36
FACTORY,951.35,853.2,923.93,750.99,5,6,7,8,869.87,-66.79,480.01
ORGANIZATION,121.7,97.86,123.38,131.09,3,4,5,6,118.51,3.13,110.25
RESIDENT,32.96,29.59,35.82,41.78,12,1,2,3,35.04,2.94,39.85
RESIDENT,37.87,34.18,38.59,46.61,2,3,4,5,39.31,2.91,38.1
GOVERNMENT,386.56,386.74,361.55,442.86,9,10,11,12,394.43,18.77,474.32
GOVERNMENT,180.34,131.05,175.52,101.28,8,9,10,11,147.05,-26.35,103.48
PUBLIC_SERVICE,121.58,106.17,147.85,97.96,2,3,4,5,118.39,-7.87,128.99
RESIDENT,15.29,15.11,14.26,17.25,11,12,1,2,15.48,0.65,17.88
PUBLIC_SERVICE,152.39,150.95,154.17,174.37,2,3,4,5,157.97,7.33,149.87
ORGANIZATION,154.46,171.63,263.06,209.07,12,1,2,3,199.56,18.2,194.97
RESIDENT,15.64,15.21,14.89,16.69,5,6,7,8,15.61,0.35,16.64
ORGANIZATION,185.04,172.31,239.23,160.81,8,9,10,11,189.35,-8.08,199.29
RESIDENT,11.99,10.94,14.15,14.76,12,1,2,3,12.96,0.92,17.98
RESIDENT,21.71,22.54,23.39,18.74,4,5,6,7,21.59,-0.99,12.52
RESIDENT,42.76,39.82,35.96,37.68,6,7,8,9,39.05,-1.69,30.36
FACTORY,519.41,853.53,809.56,984.08,3,4,5,6,791.64,154.89,793.94
RESIDENT,29.24,24.2,16.52,24.0,4,5,6,7,23.49,-1.75,21.97
RESIDENT,10.79,13.84,9.96,7.59,10,11,12,1,10.55,-1.07,15.02
RESIDENT,23.97,17.61,18.54,20.64,9,10,11,12,20.19,-1.11,12.38
RESIDENT,10.44,12.27,13.69,22.06,2,3,4,5,14.61,3.87,16.03
RESIDENT,13.42,22.12,22.48,27.07,2,3,4,5,21.27,4.55,18.66
RESIDENT,13.39,2.83,11.44,12.02,12,1,2,3,9.92,-0.46,22.13
PUBLIC_SERVICE,162.24,164.92,162.15,155.55,3,4,5,6,161.21,-2.23,163.63
GOVERNMENT,221.36,278.63,275.52,242.56,9,10,11,12,254.52,7.07,325.42
FACTORY,1267.33,1534.66,1432.86,1589.66,12,1,2,3,1456.13,107.44,1579.23
RESIDENT,33.16,28.79,26.6,24.25,4,5,6,7,28.2,-2.97,31.3
RESIDENT,9.31,12.63,13.99,15.24,12,1,2,3,12.79,1.98,20.1
PUBLIC_SERVICE,42.65,43.98,44.12,71.54,1,2,3,4,50.57,9.63,61.61
ORGANIZATION,147.16,158.82,126.06,172.14,9,10,11,12,151.05,8.33,155.52
RESIDENT,23.86,23.76,21.13,18.75,3,4,5,6,21.88,-1.7,22.24
ORGANIZATION,60.99,64.79,63.16,58.3,11,12,1,2,61.81,-0.9,69.54
FACTORY,949.06,888.76,1000.75,1160.96,10,11,12,1,999.88,70.63,1263.51
GOVERNMENT,359.19,332.45,331.1,381.4,7,8,9,10,351.03,7.4,327.15
RESIDENT,23.39,24.79,26.93,28.7,11,12,1,2,25.95,1.77,35.65
RESIDENT,28.47,45.65,28.44,35.85,9,10,11,12,34.6,2.46,31.27
RESIDENT,7.56,13.14,1.5,7.99,7,8,9,10,7.55,0.14,1.09
RESIDENT,3.54,5.44,7.94,10.16,11,12,1,2,6.77,2.21,16.47
RESIDENT,29.29,28.47,25.11,21.85,7,8,9,10,26.18,-2.48,23.24
PUBLIC_SERVICE,54.52,45.86,39.8,30.73,8,9,10,11,42.73,-7.93,32.05
ORGANIZATION,136.71,140.22,139.84,175.93,1,2,3,4,148.18,13.07,142.76
RESIDENT,6.83,4.41,0.5,0.5,8,9,10,11,3.06,-2.11,4.14
RESIDENT,31.72,33.49,30.09,40.42,12,1,2,3,33.93,2.9,34.16
RESIDENT,22.31,15.94,17.06,17.12,9,10,11,12,18.11,-1.73,15.91
PUBLIC_SERVICE,65.12,48.7,61.36,30.87,6,7,8,9,51.51,-11.42,28.7
ORGANIZATION,117.5,168.71,155.74,163.48,3,4,5,6,151.36,15.33,127.42
FACTORY,1783.28,1696.22,1567.07,2301.02,6,7,8,9,1836.9,172.58,1792.75
GOVERNMENT,94.88,46.8,54.63,67.52,9,10,11,12,65.96,-9.12,80.25
RESIDENT,18.0,15.72,25.17,15.49,4,5,6,7,18.59,-0.84,6.52
ORGANIZATION,205.23,230.36,207.69,210.65,6,7,8,9,213.48,1.81,228.67
RESIDENT,30.49,26.79,24.41,27.57,2,3,4,5,27.31,-0.97,29.75
GOVERNMENT,545.15,589.33,582.04,529.79,5,6,7,8,561.58,-5.12,519.47
RESIDENT,10.06,26.67,17.97,28.26,10,11,12,1,20.74,6.07,22.49
GOVERNMENT,152.51,91.82,98.77,128.66,7,8,9,10,117.94,-7.95,165.17
FACTORY,1095.11,930.96,846.28,820.36,8,9,10,11,923.18,-91.58,742.45
GOVERNMENT,589.33,582.04,529.79,519.47,6,7,8,9,555.16,-23.29,477.08
RESIDENT,13.99,18.35,13.09,16.29,1,2,3,4,15.43,0.77,21.5
ORGANIZATION,30.55,12.77,53.97,61.45,9,10,11,12,39.69,10.3,60.89
RESIDENT,28.7,35.65,34.12,37.61,2,3,4,5,34.02,2.97,29.8
RESIDENT,5.59,6.87,6.21,8.52,11,12,1,2,6.8,0.98,10.16
RESIDENT,9.57,5.54,0.5,2.12,8,9,10,11,4.43,-2.48,0.5
RESIDENT,21.86,20.15,22.52,23.35,10,11,12,1,21.97,0.5,25.87
RESIDENT,8.38,4.71,12.85,12.6,3,4,5,6,9.63,1.41,8.59
ORGANIZATION,43.49,24.99,52.85,58.09,9,10,11,12,44.86,4.87,4.51
FACTORY,1540.14,1701.88,1590.3,1738.18,2,3,4,5,1642.63,66.01,1864.96
RESIDENT,35.14,37.11,37.32,27.74,4,5,6,7,34.33,-2.47,43.9
RESIDENT,10.09,6.42,4.26,7.69,6,7,8,9,7.11,-0.8,0.5
RESIDENT,15.16,19.62,9.32,15.07,4,5,6,7,14.79,-0.03,12.34
RESIDENT,12.87,10.57,7.56,14.55,10,11,12,1,11.39,0.56,15.19
RESIDENT,14.58,24.16,18.44,13.98,3,4,5,6,17.79,-0.2,14.77
ORGANIZATION,75.32,93.39,107.42,113.02,11,12,1,2,97.29,12.57,157.39
ORGANIZATION,201.78,192.42,212.13,202.93,2,3,4,5,202.31,0.38,226.61
RESIDENT,30.0,28.59,33.59,31.58,1,2,3,4,30.94,0.53,34.82
RESIDENT,17.71,12.98,17.12,21.12,12,1,2,3,17.23,1.14,28.58
FACTORY,845.31,787.16,951.35,853.2,3,4,5,6,859.25,2.63,923.93
PUBLIC_SERVICE,57.74,70.67,70.09,85.18,11,12,1,2,70.92,9.15,142.26
ORGANIZATION,111.81,119.45,80.38,96.24,7,8,9,10,101.97,-5.19,90.0
RESIDENT,10.57,17.49,16.02,14.34,2,3,4,5,14.61,1.26,22.71
PUBLIC_SERVICE,138.62,139.05,144.21,148.29,3,4,5,6,142.54,3.22,133.76
PUBLIC_SERVICE,68.89,68.86,93.14,68.17,3,4,5,6,74.77,-0.24,62.96
PUBLIC_SERVICE,134.46,121.85,102.21,157.01,9,10,11,12,128.88,7.52,124.09
GOVERNMENT,179.59,181.09,202.95,267.65,11,12,1,2,207.82,29.35,264.43
GOVERNMENT,437.03,418.27,363.73,436.33,10,11,12,1,413.84,-0.23,404.19
RESIDENT,3.25,7.28,2.94,10.44,11,12,1,2,5.98,2.4,12.27
RESIDENT,16.56,18.08,15.36,11.79,5,6,7,8,15.45,-1.59,10.96
ORGANIZATION,75.42,95.29,86.7,96.9,10,11,12,1,88.58,7.16,126.33
RESIDENT,23.11,22.63,20.53,23.32,5,6,7,8,22.4,0.07,22.94
PUBLIC_SERVICE,105.51,110.51,144.42,118.89,2,3,4,5,119.83,4.46,104.14
ORGANIZATION,54.97,63.88,64.98,53.16,9,10,11,12,59.25,-0.6,69.67
GOVERNMENT,485.39,428.42,396.68,332.67,7,8,9,10,410.79,-50.91,360.13
RESIDENT,20.85,22.01,31.2,29.99,11,12,1,2,26.01,3.05,39.64
RESIDENT,0.5,4.77,6.69,3.9,11,12,1,2,3.97,1.13,6.12
RESIDENT,7.41,1.35,2.3,0.5,10,11,12,1,2.89,-2.3,4.09
GOVERNMENT,452.7,516.17,417.16,395.98,4,5,6,7,445.5,-18.91,351.79
ORGANIZATION,199.51,177.38,161.94,175.03,9,10,11,12,178.46,-8.16,192.1
PUBLIC_SERVICE,56.16,64.54,61.66,77.95,2,3,4,5,65.08,7.26,86.73
RESIDENT,18.23,7.3,9.84,8.12,3,4,5,6,10.87,-3.37,13.63
RESIDENT,29.21,29.44,34.38,39.5,1,2,3,4,33.13,3.43,36.39
RESIDENT,34.1,38.31,42.81,38.77,3,4,5,6,38.5,1.56,33.98
RESIDENT,18.97,23.91,19.43,20.66,9,10,11,12,20.74,0.56,18.3
RESIDENT,10.62,5.6,16.23,13.77,12,1,2,3,11.55,1.05,18.28
RESIDENT,26.15,20.71,22.26,21.5,9,10,11,12,22.66,-1.55,24.69
PUBLIC_SERVICE,86.34,97.28,118.36,113.56,4,5,6,7,103.89,9.07,78.3
RESIDENT,32.37,36.41,35.13,35.26,2,3,4,5,34.79,0.96,38.04
RESIDENT,15.52,16.04,13.02,9.82,8,9,10,11,13.6,-1.9,6.19
RESIDENT,27.73,30.66,34.2,29.54,3,4,5,6,30.53,0.6,24.09
GOVERNMENT,116.25,81.16,75.96,27.44,8,9,10,11,75.2,-29.6,68.18
RESIDENT,16.71,15.8,18.78,14.7,1,2,3,4,16.5,-0.67,13.55
ORGANIZATION,187.37,201.33,219.44,235.3,1,2,3,4,210.86,15.98,260.67
RESIDENT,28.59,33.59,31.58,34.82,2,3,4,5,32.15,2.08,44.21
FACTORY,1486.83,2350.07,1463.59,1587.53,5,6,7,8,1722.0,33.57,1512.49
RESIDENT,14.48,5.13,4.18,10.59,8,9,10,11,8.59,-1.3,9.13
GOVERNMENT,505.75,523.98,523.47,551.35,5,6,7,8,526.14,15.2,535.85
RESIDENT,21.14,17.75,17.52,15.33,9,10,11,12,17.93,-1.94,23.26
RESIDENT,19.53,16.18,24.57,31.16,2,3,4,5,22.86,3.88,17.56
RESIDENT,32.54,55.53,36.41,31.2,3,4,5,6,38.92,-0.45,37.35
RESIDENT,0.5,11.77,17.45,18.24,1,2,3,4,11.99,5.91,16.94
PUBLIC_SERVICE,65.79,62.99,65.41,51.56,5,6,7,8,61.44,-4.74,42.77
RESIDENT,24.27,28.32,32.92,30.31,1,2,3,4,28.96,2.01,33.6
RESIDENT,36.79,32.49,30.48,20.25,6,7,8,9,30.0,-5.51,21.58
RESIDENT,15.02,10.76,30.06,18.51,1,2,3,4,18.59,1.16,16.65
RESIDENT,3.03,9.92,15.89,23.01,11,12,1,2,12.96,6.66,16.14
FACTORY,778.71,605.31,589.49,461.35,9,10,11,12,608.72,-105.79,523.39
RESIDENT,8.85,9.91,8.04,16.22,12,1,2,3,10.75,2.46,16.61
RESIDENT,38.39,33.39,32.99,31.19,5,6,7,8,33.99,-2.4,26.8
RESIDENT,9.34,6.06,13.39,2.83,10,11,12,1,7.9,-2.17,11.44
RESIDENT,9.04,14.29,17.24,17.85,12,1,2,3,14.6,2.94,25.19
PUBLIC_SERVICE,111.9,78.68,97.57,68.86,3,4,5,6,89.25,-14.35,71.16
PUBLIC_SERVICE,77.95,86.73,67.03,69.86,5,6,7,8,75.39,-2.7,42.7
RESIDENT,27.47,34.78,26.29,22.18,5,6,7,8,27.68,-1.76,20.02
FACTORY,1807.61,1865.44,1827.21,1921.45,3,4,5,6,1855.43,37.95,2005.81
RESIDENT,17.23,12.18,15.9,14.93,4,5,6,7,15.06,-0.77,15.38
RESIDENT,21.38,18.67,39.07,26.31,11,12,1,2,26.36,1.64,34.6
GOVERNMENT,111.43,71.02,149.82,69.7,7,8,9,10,100.49,-13.91,136.62
RESIDENT,10.62,3.91,2.28,4.31,9,10,11,12,5.28,-2.1,12.21
RESIDENT,17.21,13.57,9.76,13.83,9,10,11,12,13.59,-1.13,19.12
RESIDENT,29.35,34.02,31.66,28.04,5,6,7,8,30.77,-0.44,23.03
RESIDENT,21.94,22.67,25.2,22.44,12,1,2,3,23.06,0.17,31.32
RESIDENT,25.23,36.73,27.01,17.99,5,6,7,8,26.74,-2.41,16.39
GOVERNMENT,287.78,221.79,173.79,192.5,7,8,9,10,218.96,-31.76,195.18
PUBLIC_SERVICE,43.22,23.1,56.79,54.58,10,11,12,1,44.42,3.79,66.03
PUBLIC_SERVICE,89.09,102.4,83.41,110.46,12,1,2,3,96.34,7.12,121.67
PUBLIC_SERVICE,142.5,93.71,103.19,124.97,1,2,3,4,116.09,-5.84,121.45
RESIDENT,40.05,39.96,36.5,36.6,4,5,6,7,38.28,-1.15,31.61
RESIDENT,13.77,19.6,23.75,26.17,2,3,4,5,20.82,4.13,19.46
RESIDENT,30.9,34.65,31.09,35.74,5,6,7,8,33.09,1.61,28.96
RESIDENT,26.47,18.04,20.88,18.75,6,7,8,9,21.04,-2.57,15.7
RESIDENT,13.05,13.3,11.34,11.7,11,12,1,2,12.35,-0.45,16.39
RESIDENT,12.12,10.54,18.34,19.87,2,3,4,5,15.22,2.58,17.09
PUBLIC_SERVICE,83.56,104.56,102.55,93.02,9,10,11,12,95.92,3.15,120.82
GOVERNMENT,529.71,530.76,508.87,531.77,5,6,7,8,525.28,0.69,499.97
ORGANIZATION,191.81,176.97,152.95,129.39,3,4,5,6,162.78,-20.81,135.04
RESIDENT,21.71,17.63,14.27,13.8,7,8,9,10,16.85,-2.64,11.3
ORGANIZATION,163.99,164.42,138.85,133.67,6,7,8,9,150.23,-10.11,159.21
RESIDENT,24.29,24.67,33.24,29.65,1,2,3,4,27.96,1.79,34.38
FACTORY,609.67,589.45,681.96,571.74,1,2,3,4,613.2,-12.64,939.52
RESIDENT,31.14,20.85,22.7,22.72,8,9,10,11,24.35,-2.81,17.68
RESIDENT,4.95,1.23,3.21,6.81,10,11,12,1,4.05,0.62,7.81
GOVERNMENT,267.4,278.72,288.64,308.1,1,2,3,4,285.72,13.57,281.85
RESIDENT,24.44,26.68,25.18,24.1,4,5,6,7,25.1,-0.11,21.72
ORGANIZATION,190.94,214.6,208.74,204.96,3,4,5,6,204.81,4.67,211.45
RESIDENT,14.45,14.99,20.35,22.4,10,11,12,1,18.05,2.65,27.05
RESIDENT,15.25,18.51,12.03,11.82,9,10,11,12,14.4,-1.14,25.36
PUBLIC_SERVICE,3.53,26.78,29.0,49.27,11,12,1,2,27.15,15.25,37.35
RESIDENT,24.81,31.07,33.85,28.84,2,3,4,5,29.64,1.34,32.54
GOVERNMENT,374.38,342.8,349.1,531.99,2,3,4,5,399.57,52.54,359.1
PUBLIC_SERVICE,135.53,158.52,139.14,139.0,9,10,11,12,143.05,1.16,152.82
RESIDENT,27.03,24.33,27.03,17.36,7,8,9,10,23.94,-3.22,13.92
RESIDENT,21.09,18.4,22.64,8.01,6,7,8,9,17.54,-4.36,12.38
RESIDENT,25.86,32.18,32.57,30.48,2,3,4,5,30.27,1.54,42.81
RESIDENT,9.32,14.51,10.14,10.23,2,3,4,5,11.05,0.3,10.19
RESIDENT,5.36,2.35,4.14,4.89,9,10,11,12,4.19,-0.16,6.12
RESIDENT,26.77,24.37,21.59,22.88,2,3,4,5,23.9,-1.3,27.05
PUBLIC_SERVICE,120.4,128.25,122.2,144.37,1,2,3,4,128.81,7.99,149.67
RESIDENT,11.55,10.01,9.11,21.84,10,11,12,1,13.13,3.43,18.2
PUBLIC_SERVICE,75.32,66.06,65.52,42.16,5,6,7,8,62.26,-11.05,39.98
RESIDENT,18.93,14.85,15.86,10.44,8,9,10,11,15.02,-2.83,14.15
RESIDENT,31.68,37.18,35.41,38.16,11,12,1,2,35.61,2.16,35.36
PUBLIC_SERVICE,151.69,147.99,141.11,145.06,6,7,8,9,146.46,-2.21,139.23
